Rank,Name,Country,Sales,Profit,Assets,Market_Value,Link
1202,Jiangsu Yanghe Brewery,China,$3.06 B,$1.15 B,$8.71 B,$32.79 B,https://www.forbes.com/companies/jiangsu-yanghe-brewery/?list=global2000
1202,Kerry Group,Ireland,$8.69 B,$901.9 M,$12.96 B,$19.39 B,https://www.forbes.com/companies/kerry-group/?list=global2000
1204,Beiersdorf,Germany,$9.02 B,$754.1 M,$13 B,$23.47 B,https://www.forbes.com/companies/beiersdorf/?list=global2000
1205,Leidos,United States,$13.74 B,$753 M,$13.26 B,$14.76 B,https://www.forbes.com/companies/leidos/?list=global2000
1206,Eastman,United States,$10.48 B,$857 M,$15.52 B,$13.72 B,https://www.forbes.com/companies/eastman/?list=global2000
1207,Vistra Energy,United States,$13.28 B,$-1.27 B,$30.45 B,$11.18 B,https://www.forbes.com/companies/vistra-energy/?list=global2000
1208,Tohoku Electric Power,Japan,$19.52 B,$-171.3 M,$40.14 B,$2.83 B,https://www.forbes.com/companies/tohoku-electric-power/?list=global2000
1209,Banca Mediolanum,Italy,$6.44 B,$842.8 M,$83.53 B,$5.7 B,https://www.forbes.com/companies/banca-mediolanum/?list=global2000
1210,PGE Polska Grupa Energetyczna,Poland,$11.99 B,$1.08 B,$21.65 B,$3.94 B,https://www.forbes.com/companies/pge-polska-grupa-energetyczna/?list=global2000
1211,TransDigm Group,United States,$4.88 B,$747 M,$19.24 B,$34.61 B,https://www.forbes.com/companies/transdigm-group/?list=global2000
1212,Experian,Ireland,$5.94 B,$985.4 M,$10.39 B,$32.22 B,https://www.forbes.com/companies/experian/?list=global2000
1212,Mirae Asset Financial Group,South Korea,$3.5 B,$1.01 B,$91.39 B,$3.98 B,https://www.forbes.com/companies/mirae-asset-financial-group/?list=global2000
1214,EQT AB,Sweden,$1.8 B,$1.07 B,$4.43 B,$35.06 B,https://www.forbes.com/companies/eqt-ab/?list=global2000
1215,GAIL India,India,$10.98 B,$1.53 B,$12.03 B,$9.52 B,https://www.forbes.com/companies/gail-india/?list=global2000
1216,Inner Mongolia Baotou Steel,China,$13.21 B,$444.5 M,$23.22 B,$14.12 B,https://www.forbes.com/companies/inner-mongolia-baotou-steel/?list=global2000
1217,Towngas,Hong Kong,$6.89 B,$645.5 M,$21.56 B,$21.31 B,https://www.forbes.com/companies/towngas/?list=global2000
1218,ON Semiconductor Corp.,United States,$6.74 B,$1.01 B,$9.63 B,$22.49 B,https://www.forbes.com/companies/on-semiconductor/?list=global2000
1218,Terna,Italy,$3.08 B,$948.2 M,$23.81 B,$16.92 B,https://www.forbes.com/companies/terna/?list=global2000
1220,Carnival Corporation,United States,$3.51 B,$-9.42 B,$53.28 B,$21.45 B,https://www.forbes.com/companies/carnival-corporation/?list=global2000
1221,VICI Properties,United States,$1.51 B,$1.01 B,$17.6 B,$22.21 B,https://www.forbes.com/companies/vici-properties/?list=global2000
1222,Chipotle Mexican Grill,United States,$7.55 B,$653 M,$7.64 B,$41.49 B,https://www.forbes.com/companies/chipotle-mexican-grill/?list=global2000
1223,Toppan Printing,Japan,$13.82 B,$982 M,$20.32 B,$5.57 B,https://www.forbes.com/companies/toppan-printing/?list=global2000
1224,Shanghai Electric Group,China,$19.89 B,$-1.56 B,$31.74 B,$8.21 B,https://www.forbes.com/companies/shanghai-electric-group/?list=global2000
1224,Turkish Airlines,Turkey,$10.91 B,$920.1 M,$26.64 B,$3.72 B,https://www.forbes.com/companies/turkish-airlines/?list=global2000
1226,Ferrari,Italy,$5.05 B,$982 M,$7.8 B,$39.04 B,https://www.forbes.com/companies/ferrari/?list=global2000
1227,Old Republic International,United States,$9.34 B,$1.53 B,$20.38 B,$7.33 B,https://www.forbes.com/companies/old-republic-international/?list=global2000
1228,Jeronimo Martins,Portugal,$24.69 B,$547.1 M,$11.79 B,$13.7 B,https://www.forbes.com/companies/jeronimo-martins/?list=global2000
1229,Zimmer Biomet,United States,$7.84 B,$401.6 M,$23.46 B,$26.31 B,https://www.forbes.com/companies/zimmer-biomet/?list=global2000
1230,Alcoa,United States,$12.82 B,$723 M,$15.99 B,$12.42 B,https://www.forbes.com/companies/alcoa/?list=global2000
1231,Santos,Australia,$4.82 B,$656.3 M,$31.12 B,$19.97 B,https://www.forbes.com/companies/santos/?list=global2000
1232,Alstom,France,$15.19 B,$65.7 M,$35.15 B,$8.76 B,https://www.forbes.com/companies/alstom/?list=global2000
1233,Kyushu Electric Power,Japan,$16.22 B,$115.7 M,$45.89 B,$3.06 B,https://www.forbes.com/companies/kyushu-electric-power/?list=global2000
1234,Goodyear,United States,$17.48 B,$764 M,$21.4 B,$3.73 B,https://www.forbes.com/companies/goodyear/?list=global2000
1234,Tenaris,Luxembourg,$6.54 B,$1.11 B,$14.45 B,$18.55 B,https://www.forbes.com/companies/tenaris/?list=global2000
1236,Bluescope Steel,Australia,$12.37 B,$1.88 B,$10.76 B,$7.74 B,https://www.forbes.com/companies/bluescope-steel/?list=global2000
1236,Petronas Chemicals,Malaysia,$5.55 B,$1.77 B,$11.52 B,$19.05 B,https://www.forbes.com/companies/petronas-chemicals/?list=global2000
1238,Illumina,United States,$4.53 B,$761 M,$15.22 B,$50.69 B,https://www.forbes.com/companies/illumina/?list=global2000
1238,Synopsys,United States,$4.5 B,$908.9 M,$8.9 B,$43.63 B,https://www.forbes.com/companies/synopsys/?list=global2000
1240,Datang International Power,China,$15.84 B,$-1.67 B,$46.46 B,$3.02 B,https://www.forbes.com/companies/datang-international-power/?list=global2000
1241,Top Frontier Investment Holdings,Philippines,$17.34 B,$44 M,$41.25 B,$745 M,https://www.forbes.com/companies/top-frontier-investment-holdings/?list=global2000
1242,Arkema,France,$11.25 B,$1.55 B,$13.99 B,$8.62 B,https://www.forbes.com/companies/arkema/?list=global2000
1243,Nippon Paint,Japan,$9.23 B,$615 M,$16.98 B,$19.29 B,https://www.forbes.com/companies/nippon-paint/?list=global2000
1244,Kobe Steel,Japan,$18.01 B,$669.1 M,$23.19 B,$1.76 B,https://www.forbes.com/companies/kobe-steel/?list=global2000
1245,Bank of Greece,Greece,$1.12 B,$754 M,$224.16 B,$385 M,https://www.forbes.com/companies/bank-of-greece/?list=global2000
1246,Bank Of Guiyang,China,$4.72 B,$923.1 M,$92.4 B,$3.56 B,https://www.forbes.com/companies/bank-of-guiyang/?list=global2000
1246,HD HYUNDAI,South Korea,$24.86 B,$-115.5 M,$30.13 B,$3.35 B,https://www.forbes.com/companies/hd-hyundai/?list=global2000
1248,Royal Mail,United Kingdom,$17.84 B,$1.2 B,$13.71 B,$4.45 B,https://www.forbes.com/companies/royal-mail/?list=global2000
1249,Eurofins Scientific Societe Europeenne,Luxembourg,$7.94 B,$925 M,$10.61 B,$18.47 B,
1250,Lundbergs,Sweden,$3.43 B,$1.32 B,$22.37 B,$12.1 B,https://www.forbes.com/companies/lundbergs/?list=global2000
1251,Guangzhou R&F,China,$12.41 B,$-1.38 B,$63.68 B,$1.4 B,https://www.forbes.com/companies/guangzhou-rf/?list=global2000
1252,China Gas Holdings,Hong Kong,$10.53 B,$1.22 B,$19.88 B,$6.41 B,https://www.forbes.com/companies/china-gas-holdings/?list=global2000
1252,Shanxi Xinghuacun Fen Wine Factory,China,$2.62 B,$844.6 M,$4.07 B,$48.91 B,https://www.forbes.com/companies/shanxi-xinghuacun-fen-wine-factory/?list=global2000
1254,Hologic,United States,$5.49 B,$1.72 B,$9.29 B,$18.58 B,https://www.forbes.com/companies/hologic/?list=global2000
1255,Western Alliance Bancorp.,United States,$2.27 B,$946.8 M,$60.58 B,$8.35 B,https://www.forbes.com/companies/western-alliance-bancorp/?list=global2000
1256,Wuchan Zhongda Group,China,$87.29 B,$393.5 M,$20.38 B,$3.94 B,https://www.forbes.com/companies/wuchan-zhongda-group/?list=global2000
1257,Metro,Canada,$14.61 B,$677.9 M,$10.78 B,$13.23 B,https://www.forbes.com/companies/metro-inc/?list=global2000
1258,Raizen,Brazil,$30.14 B,$619 M,$18.86 B,$1.36 B,https://www.forbes.com/companies/raizen/?list=global2000
1259,Old Dominion Freight Line,United States,$5.26 B,$1.03 B,$4.82 B,$30.9 B,https://www.forbes.com/companies/old-dominion-freight-line/?list=global2000
1260,Israel Discount Bank,Israel,$3.86 B,$858.5 M,$107.66 B,$7.54 B,https://www.forbes.com/companies/israel-discount-bank/?list=global2000
1261,Bangkok Bank,Thailand,$5.42 B,$816.8 M,$130.65 B,$7.45 B,https://www.forbes.com/companies/bangkok-bank/?list=global2000
1262,Akbank,Turkey,$5.97 B,$946.4 M,$61.91 B,$3.22 B,https://www.forbes.com/companies/akbank/?list=global2000
1263,Mitsui Chemicals,Japan,$13.83 B,$1.14 B,$16.12 B,$4.41 B,https://www.forbes.com/companies/mitsui-chemicals/?list=global2000
1264,Midea Real Estate Holding,China,$11.54 B,$580 M,$45.27 B,$2.39 B,https://www.forbes.com/companies/midea-real-estate-holding/?list=global2000
1265,Sharp,Japan,$22.78 B,$755 M,$17.09 B,$5.29 B,https://www.forbes.com/companies/sharp/?list=global2000
1266,KPN,Netherlands,$6.23 B,$1.52 B,$14.48 B,$14.33 B,https://www.forbes.com/companies/kpn/?list=global2000
1267,Kohl's,United States,$19.43 B,$938 M,$15.05 B,$7.38 B,https://www.forbes.com/companies/kohls/?list=global2000
1268,Chongqing Changan Auto,China,$15.96 B,$435 M,$20.41 B,$12.15 B,https://www.forbes.com/companies/chongqing-changan-aut/?list=global2000
1269,Canadian Tire,Canada,$12.99 B,$899.4 M,$17.26 B,$8.57 B,https://www.forbes.com/companies/canadian-tire-corporation/?list=global2000
1269,Vienna Insurance Group,Austria,$12.62 B,$444.1 M,$58.03 B,$6.52 B,https://www.forbes.com/companies/vienna-insurance-group/?list=global2000
1271,New Hope Liuhe,China,$19.87 B,$-1.01 B,$20.33 B,$10.38 B,https://www.forbes.com/companies/new-hope-liuhe/?list=global2000
1272,Sichuan Road & Bridge,China,$13.12 B,$865.5 M,$21.5 B,$6.87 B,https://www.forbes.com/companies/sichuan-road-bridge-co-ltd-class-a/?list=global2000
1273,Copart,United States,$3.16 B,$1.09 B,$5.14 B,$27.59 B,https://www.forbes.com/companies/copart/?list=global2000
1273,Dick's Sporting Goods,United States,$12.29 B,$1.52 B,$9.04 B,$7.96 B,https://www.forbes.com/companies/dicks-sporting-goods/?list=global2000
1275,Jiangsu Hengrui Medicine,China,$4.35 B,$964.4 M,$6.03 B,$32.32 B,https://www.forbes.com/companies/jiangsu-hengrui-medicine/?list=global2000
1276,Universal Health Services,United States,$12.64 B,$989.5 M,$13.09 B,$9.9 B,https://www.forbes.com/companies/universal-health-services/?list=global2000
1277,Grupo Inbursa,Mexico,$3.45 B,$1.03 B,$27.9 B,$11.28 B,https://www.forbes.com/companies/grupo-inbursa/?list=global2000
1278,Dongguan Rural Commercial Bank,China,$3.81 B,$867 M,$93.12 B,$6.72 B,https://www.forbes.com/companies/dongguan-rural-commercial-bank/?list=global2000
1279,Dassault Aviation,France,$8.56 B,$715.6 M,$18.44 B,$14.16 B,https://www.forbes.com/companies/dassault-aviation/?list=global2000
1280,Yara International,Norway,$16.65 B,$432.7 M,$17.27 B,$13.5 B,https://www.forbes.com/companies/yara-international/?list=global2000
1281,Banco de Sabadell,Spain,$7.02 B,$524.9 M,$286.51 B,$4.7 B,https://www.forbes.com/companies/banco-de-sabadell/?list=global2000
1281,Olam Group,Singapore,$34.98 B,$467.9 M,$23.78 B,$4.75 B,https://www.forbes.com/companies/olam-group/?list=global2000
1283,Wuxi Apptec,China,$3.55 B,$790.7 M,$8.65 B,$49.71 B,https://www.forbes.com/companies/wuxi-apptec/?list=global2000
1284,Popular,United States,$2.76 B,$934.9 M,$75.1 B,$6.08 B,https://www.forbes.com/companies/popular/?list=global2000
1285,Hydro One,Canada,$5.76 B,$769.7 M,$24.05 B,$16.79 B,https://www.forbes.com/companies/hydro-one/?list=global2000
1285,SG Holdings,Japan,$13.62 B,$829.7 M,$8.05 B,$11.02 B,https://www.forbes.com/companies/sg-holdings/?list=global2000
1285,Sojitz,Japan,$18.13 B,$658.1 M,$21.79 B,$3.62 B,https://www.forbes.com/companies/sojitz/?list=global2000
1288,Goertek,China,$12.09 B,$662.8 M,$9.58 B,$15.78 B,https://www.forbes.com/companies/goertek/?list=global2000
1289,Frontier Communications Parent,United States,$6.41 B,$4.96 B,$17.14 B,$6.71 B,https://www.forbes.com/companies/frontier/?list=global2000
1290,Samhallsbyggnadsbolaget I Norden,Sweden,$692 M,$2.83 B,$21.48 B,$8.48 B,https://www.forbes.com/companies/samhallsbyggnadsbolaget-i-norden/?list=global2000
1290,Schaeffler,Germany,$16.37 B,$893.6 M,$16.95 B,$3.84 B,https://www.forbes.com/companies/schaeffler/?list=global2000
1292,Migdal Insurance,Israel,$11.35 B,$418.5 M,$65.16 B,$2 B,https://www.forbes.com/companies/migdal-insurance/?list=global2000
1293,Inter Rao,Russia,$15.08 B,$1.28 B,$12.99 B,$2.31 B,https://www.forbes.com/companies/inter-rao/?list=global2000
1293,Nedbank,South Africa,$6.14 B,$781 M,$76.51 B,$6.96 B,https://www.forbes.com/companies/nedbank/?list=global2000
1295,Hopson Development Holdings,Hong Kong,$3.95 B,$1.26 B,$44.41 B,$4.56 B,https://www.forbes.com/companies/hopson-development-holdings/?list=global2000
1296,Ametek,United States,$5.55 B,$990.1 M,$11.9 B,$29.4 B,https://www.forbes.com/companies/ametek/?list=global2000
1297,LG,South Korea,$4.29 B,$1.87 B,$21.59 B,$9.54 B,https://www.forbes.com/companies/lg/?list=global2000
1297,Skanska,Sweden,$16.76 B,$799.6 M,$15.36 B,$8.54 B,https://www.forbes.com/companies/skanska/?list=global2000
1299,HBIS,China,$15.51 B,$246 M,$39.2 B,$3.87 B,https://www.forbes.com/companies/hbis/?list=global2000
1300,Banco BPM,Italy,$5.39 B,$672.6 M,$228 B,$5 B,https://www.forbes.com/companies/banco-bpm/?list=global2000
1301,China Fortune Land Development,China,$10.44 B,$-2.62 B,$72.07 B,$1.88 B,https://www.forbes.com/companies/china-fortune-land-development/?list=global2000
1302,Adyen,Netherlands,$7.09 B,$555.2 M,$6.57 B,$54.81 B,https://www.forbes.com/companies/adyen/?list=global2000
1303,Air France-KLM,France,$16.92 B,$-3.89 B,$34.89 B,$2.85 B,https://www.forbes.com/companies/air-france-klm/?list=global2000
1304,Jacobs Engineering,United States,$14.07 B,$281.1 M,$14.8 B,$18.38 B,https://www.forbes.com/companies/jacobs-engineering/?list=global2000
1305,China Resources Power,Hong Kong,$11.55 B,$204.9 M,$36.86 B,$8.96 B,https://www.forbes.com/companies/china-resources-power/?list=global2000
1305,PPL,United States,$5.78 B,$129 M,$33.22 B,$21.99 B,https://www.forbes.com/companies/ppl/?list=global2000
1307,AIB Group,Ireland,$3.33 B,$726.9 M,$145.42 B,$6.09 B,https://www.forbes.com/companies/aib-group/?list=global2000
1308,Transurban Group,Australia,$2.08 B,$-80.3 M,$28.09 B,$31.17 B,https://www.forbes.com/companies/transurban-group/?list=global2000
1309,Tourmaline Oil,Canada,$3.81 B,$1.62 B,$12.79 B,$16.46 B,https://www.forbes.com/companies/tourmaline-oil/?list=global2000
1310,Arab National Bank,Saudi Arabia,$1.65 B,$580.3 M,$51.27 B,$12.8 B,https://www.forbes.com/companies/arab-national-bank/?list=global2000
1311,Marvell Technology,United States,$4.46 B,$-421 M,$22.11 B,$49.55 B,https://www.forbes.com/companies/marvell-technology/?list=global2000
1312,Skyworks Solutions,United States,$5.11 B,$1.39 B,$8.62 B,$18.61 B,https://www.forbes.com/companies/skyworks-solutions/?list=global2000
1313,Arista Networks,United States,$2.95 B,$840.9 M,$5.73 B,$36.22 B,https://www.forbes.com/companies/arista-networks/?list=global2000
1314,China Three Gorges Renewables (Group),China,$1.64 B,$520 M,$30.41 B,$24.53 B,https://www.forbes.com/companies/china-three-gorges-renewables-group/?list=global2000
1315,Electronic Arts,United States,$6.56 B,$640 M,$13.93 B,$36.02 B,https://www.forbes.com/companies/electronic-arts/?list=global2000
1316,Flutter Entertainment,Ireland,$8.3 B,$-571.9 M,$22.72 B,$18.66 B,https://www.forbes.com/companies/flutter-entertainment/?list=global2000
1317,Brighthouse Financial,United States,$7.14 B,$-108 M,$261.3 B,$4.1 B,https://www.forbes.com/companies/brighthouse-financial/?list=global2000
1317,International Airlines,United Kingdom,$9.95 B,$-3.48 B,$39.13 B,$9.52 B,https://www.forbes.com/companies/international-airlines/?list=global2000
1319,Boliden,Sweden,$8 B,$1.01 B,$8.94 B,$13.29 B,https://www.forbes.com/companies/boliden/?list=global2000
1320,CF Industries Holdings,United States,$6.54 B,$917 M,$12.57 B,$20.1 B,https://www.forbes.com/companies/cf-industries-holdings/?list=global2000
1320,Krung Thai Bank,Thailand,$4.43 B,$758.3 M,$107.71 B,$5.89 B,https://www.forbes.com/companies/krung-thai-bank/?list=global2000
1322,DiDi Global,China,$26.95 B,$-7.64 B,$24.01 B,$7.49 B,https://www.forbes.com/companies/didi-global/?list=global2000
1323,Hyundai Marine & Fire,South Korea,$13.13 B,$362.8 M,$43.42 B,$2.12 B,https://www.forbes.com/companies/hyundai-marine-fire/?list=global2000
1324,CSN,Brazil,$8.88 B,$2.27 B,$14.25 B,$6.22 B,https://www.forbes.com/companies/csn/?list=global2000
1325,APA,United States,$7.99 B,$973 M,$13.3 B,$14.12 B,https://www.forbes.com/companies/apa/?list=global2000
1326,SSAB AB,Sweden,$11.17 B,$1.71 B,$12.37 B,$6.82 B,https://www.forbes.com/companies/ssab-ab/?list=global2000
1326,Teleperformance,France,$8.41 B,$658.4 M,$9.45 B,$21.55 B,https://www.forbes.com/companies/teleperformance/?list=global2000
1328,Campbell Soup,United States,$8.3 B,$921 M,$11.99 B,$14.16 B,https://www.forbes.com/companies/campbell-soup/?list=global2000
1329,Sofina,Belgium,$118 M,$3.07 B,$13.74 B,$11.34 B,https://www.forbes.com/companies/sofina/?list=global2000
1330,Bunzl,United Kingdom,$14.14 B,$609 M,$9.75 B,$13.28 B,https://www.forbes.com/companies/bunzl/?list=global2000
1331,CJ Cheiljedang,South Korea,$22.96 B,$535.2 M,$22.59 B,$5.33 B,https://www.forbes.com/companies/cj-cheiljedang/?list=global2000
1332,Magnit PJSC,Russia,$25.18 B,$652.7 M,$16.44 B,$5.49 B,https://www.forbes.com/companies/magnit-pjsc/?list=global2000
1333,Huadian Power International,China,$15.5 B,$-602.1 M,$34.89 B,$3.27 B,https://www.forbes.com/companies/huadian-power-international/?list=global2000
1334,NARI Technology Development,China,$6.36 B,$844.4 M,$10.69 B,$22.89 B,https://www.forbes.com/companies/nari-technology-development/?list=global2000
1335,Marathon Oil,United States,$5.6 B,$946 M,$16.99 B,$17.96 B,https://www.forbes.com/companies/marathon-oil/?list=global2000
1336,Eurazeo,France,$7.41 B,$1.86 B,$18.33 B,$6.48 B,https://www.forbes.com/companies/eurazeo/?list=global2000
1337,Tokyo Gas,Japan,$17.47 B,$345.5 M,$27.3 B,$7.93 B,https://www.forbes.com/companies/tokyo-gas/?list=global2000
1338,Guangzhou Rural Commercial Bank,China,$7.24 B,$490.2 M,$182.26 B,$3.53 B,https://www.forbes.com/companies/guangzhou-rural-commercial-bank/?list=global2000
1339,Heimstaden AB Pref. Shs,Sweden,$1.13 B,$1.19 B,$39.29 B,$615 M,https://www.forbes.com/companies/heimstaden-ab-pref-shs/?list=global2000
1340,Keysight Technologies,United States,$5.01 B,$951 M,$7.73 B,$26.44 B,https://www.forbes.com/companies/keysight-technologies/?list=global2000
1341,Schroders,United Kingdom,$4.16 B,$841.5 M,$32.97 B,$10.6 B,https://www.forbes.com/companies/schroders/?list=global2000
1341,StoneX Group,United States,$47.63 B,$134.2 M,$19.23 B,$1.39 B,https://www.forbes.com/companies/stonex-group/?list=global2000
1343,Aurubis,Germany,$20.38 B,$875.6 M,$8.03 B,$5.21 B,https://www.forbes.com/companies/aurubis/?list=global2000
1344,Garmin,Switzerland,$4.98 B,$1.08 B,$7.85 B,$21.3 B,https://www.forbes.com/companies/garmin/?list=global2000
1345,Compal Electronics,Taiwan,$44.24 B,$452.3 M,$19.41 B,$3.4 B,https://www.forbes.com/companies/compal-electronics/?list=global2000
1345,ENN Natural Gas,China,$17.89 B,$636 M,$20.07 B,$7.04 B,https://www.forbes.com/companies/enn-natural-gas/?list=global2000
1347,Phoenix Holdings,Israel,$8.7 B,$608.2 M,$45.23 B,$3.3 B,https://www.forbes.com/companies/phoenix-holdings/?list=global2000
1348,McCormick,United States,$6.36 B,$748.4 M,$12.94 B,$27.42 B,https://www.forbes.com/companies/mccormick/?list=global2000
